flow_duration,total_fwd_pkts,total_bwd_pkts,total_fwd_bytes,total_bwd_bytes,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,flow_bytes_s,flow_pkts_s,fwd_header_len,bwd_header_len,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,fin_flag_cnt,protocol,label
2139653.684260019,31,35,29543,71505,1429,64,953.0,3064,0,2043.0,47226.3342162994,30.846113315214158,620,700,0,0,4,1,0,0,0,6,Web Attack
4576461.000355011,3,16,64,653,60,60,21.333333333333332,60,60,40.8125,156.6712793891131,4.151679649083889,60,320,0,0,0,1,0,0,0,6,BENIGN
9751.500827727275,1458,2,107892,162,111,0,74.0,121,64,81.0,11080755.866087899,149720.5431033403,29160,40,1162,0,0,1,0,0,0,6,DDoS
616320.2957176623,14,6,2314,400,247,0,165.28571428571428,99,60,66.66666666666667,4403.554481099369,32.45065940382733,280,120,0,0,1,1,0,0,0,6,BENIGN
673.1845008814175,1543,5,114182,414,111,0,74.0,123,60,82.8,170229706.49198925,2299518.1825683215,30860,100,1367,0,0,1,0,0,0,6,DDoS
31154.630743888767,17,14,2040,1988,180,0,120.0,213,64,142.0,129290.57105869005,995.036669021696,340,280,0,0,1,1,0,0,0,6,BENIGN
1328263.9424699845,18,10,1650,714,136,64,91.66666666666667,106,60,71.4,1779.766749975915,21.0801476308484,360,200,0,0,0,1,0,0,0,6,BENIGN
586498.1431388122,10,2,233,1132,64,64,23.3,849,0,566.0,2327.3730973721636,20.460422834041,200,40,0,0,0,1,0,0,0,6,BENIGN
1088698.8261790772,18,13,51,3,60,60,2.8333333333333335,60,60,0.23076923076923078,49.60049437135857,28.474357879853997,360,260,0,0,1,1,0,0,0,6,BENIGN
3934627.1979179117,41,77,7257,15785,265,0,177.0,307,60,205.0,5856.209201266423,29.990134786452476,820,1540,0,0,0,1,0,0,0,6,Botnet
2527.6489942858243,5,1,200,190,64,64,40.0,285,0,190.0,154293.57512916572,2373.747309679473,100,20,3,7,1,0,0,0,0,6,PortScan
583184.1346787196,34,20,65008,39620,2868,0,1912.0,2971,64,1981.0,179408.17278515358,92.59511154182718,680,400,0,0,13,1,0,0,0,6,Web Attack
1593581.296626629,16,8,1636,610,153,0,102.25,114,60,76.25,1409.4040917488444,15.06041772126993,320,160,0,0,0,1,0,0,0,6,BENIGN
630.1174587381727,2073,5,153402,8,111,60,74.0,60,60,1.6,243462544.75666758,3297797.8489300255,41460,100,1681,0,0,1,0,0,0,6,DDoS
16920.10639672856,501,3,32064,574,96,0,64.0,286,0,191.33333333333334,1928947.681222054,29787.04673496891,10020,60,486,0,1,0,0,0,0,6,DoS
146364.87251248167,2,17,1211,607,907,64,605.5,52,0,35.705882352941174,12421.013107806759,129.81256823340397,40,340,0,0,1,1,0,0,0,6,BENIGN
3214.322409294929,361,1,23104,1949,96,60,64.0,2923,64,1949.0,7794177.686579812,112620.93651626121,7220,20,291,0,1,0,0,0,0,6,DoS
2132615.3079801444,10,2,181,411,64,64,18.1,307,0,205.5,277.5934308380721,5.626893868339299,200,40,0,0,1,1,0,0,0,6,BENIGN
1082384.2130774704,4,10,330,504,123,60,82.5,75,0,50.4,770.5212159633628,12.934408901063644,80,200,0,0,0,1,0,0,0,6,BENIGN
2708.6331909719042,5,0,200,833,64,64,40.0,0,0,0.0,381373.16025037033,1845.9494687820443,100,0,1,6,1,0,0,0,0,6,PortScan
109937.54822721027,9,19,57,230,64,64,6.333333333333333,60,60,12.105263157894736,2610.5730446785205,254.69005313936788,72,152,0,0,1,1,0,0,0,17,BENIGN
11848.479779062418,2456,4,181744,669,111,64,74.0,250,60,167.25,15395477.175252818,207621.57220769316,49120,80,1837,0,1,1,0,0,0,6,DDoS
4640.408157913282,578,1,36992,92,96,60,64.0,138,0,92.0,7991538.403095147,124773.50704864874,11560,20,543,0,1,0,0,0,0,6,DoS
717.6887291094155,8,0,320,522,60,60,40.0,0,0,0.0,1173210.56587421,11146.893737522185,160,0,4,5,1,0,0,0,0,6,PortScan
190.07759861593766,1543,5,114182,1420,111,0,74.0,426,64,284.0,608183188.559638,8144042.282056708,30860,100,951,0,0,1,0,0,0,6,DDoS
14668.952017938976,2152,6,159248,450,111,60,74.0,112,0,75.0,10886803.624737602,147113.44050760652,43040,120,1866,0,0,1,0,0,0,6,DDoS
1218171.502204267,14,27,19180,50490,2055,60,1370.0,2805,60,1870.0,57192.27536839677,33.65700143683461,280,540,0,0,15,1,0,0,0,6,Web Attack
43850.326864210874,561,2,35904,261,96,0,64.0,195,0,130.5,824737.2958470837,12839.128924703666,11220,40,508,0,0,0,0,0,0,6,DoS
2758.3378899883232,11,1,440,1693,60,0,40.0,2539,0,1693.0,773291.7739128144,4350.445985444807,220,20,3,2,0,0,0,0,0,6,PortScan
944695.5231665258,1,18,2618,97,3927,60,2618.0,64,64,5.388888888888889,2873.941850491245,20.112300242848494,20,360,0,0,0,1,0,0,0,6,BENIGN
2440.5740172989317,6,1,240,191,64,64,40.0,286,0,191.0,176597.79910178782,2868.1777116299645,120,20,1,3,0,0,0,0,0,6,PortScan
3124.270182140686,748,0,55352,137,111,60,74.0,0,0,0.0,17760627.847486634,239415.91360305648,14960,0,618,0,0,1,0,0,0,6,DDoS
241078.24279693855,2,3,440,1147,330,60,220.0,573,64,382.3333333333333,6582.92503540744,20.740154490886702,40,60,0,0,0,1,0,0,0,6,BENIGN
287775.9107805979,15,15,921,611,91,60,61.4,60,60,40.733333333333334,5323.586661039208,104.24778056865289,120,120,0,0,1,1,0,0,0,17,BENIGN
17904.770926225032,165,2,10560,256,96,0,64.0,192,60,128.0,604084.8020098296,9327.122960026029,3300,40,155,0,0,0,0,0,0,6,DoS
1629627.557643562,66,76,17820,22952,405,64,270.0,453,64,302.0,25019.21362876081,87.13647442568515,1320,1520,0,0,0,1,0,0,0,6,Botnet
2048168.102151613,8,4,254,1362,60,60,31.75,510,0,340.5,788.9977381750953,5.858894095359618,160,80,0,0,0,1,0,0,0,6,BENIGN
83454.42543513062,5,18,195,116,58,0,39.0,60,60,6.444444444444445,3726.584880052182,275.59952489131894,100,360,0,0,0,1,0,0,0,6,BENIGN
965119.6577782974,67,36,9715,5580,217,0,145.0,232,0,155.0,15847.775844923772,106.72251794881652,1340,720,0,0,1,1,0,0,0,6,Botnet
1747.0758097878456,371,2,23744,276,96,64,64.0,207,64,138.0,13748687.87343398,213499.60769320873,7420,40,349,0,0,0,0,0,0,6,DoS
17040.058923397555,98,0,6272,456,96,60,64.0,0,0,0.0,394834.31543548487,5751.1538217416055,1960,0,94,0,0,0,0,0,0,6,DoS
255126.20656956252,17,13,540,681,64,64,31.764705882352942,78,64,52.38461538461539,4785.866636037184,117.58886083629446,340,260,0,0,1,1,0,0,0,6,BENIGN
9121.17722995772,2275,2,168350,285,111,0,74.0,213,0,142.5,18488293.3143907,249638.82869432573,45500,40,2038,0,0,1,0,0,0,6,DDoS
214686.00924977372,6,6,169,105,64,64,28.166666666666668,64,64,17.5,1276.2825158355718,55.895584635134526,120,120,0,0,0,1,0,0,0,6,BENIGN
2597.866306423001,7,1,280,71,60,60,40.0,106,64,71.0,135110.87892867415,3079.450231992573,140,20,2,1,0,0,0,0,0,6,PortScan
2135.7479117218772,5,0,200,1094,64,64,40.0,0,0,0.0,605876.7483268916,2341.100264014264,100,0,1,4,0,0,0,0,0,6,PortScan
5551.072613018244,2339,1,173086,1613,111,60,74.0,2419,60,1613.0,31471215.056762192,421540.15325115505,46780,20,1788,0,0,1,0,0,0,6,DDoS
3320141.2275397973,1,5,1,74,64,64,1.0,60,60,14.8,22.589400528475263,1.807152042278021,20,100,0,0,0,1,0,0,0,6,BENIGN
3803963.032893508,12,18,79,787,64,64,6.583333333333333,64,0,43.72222222222222,227.65731225870292,7.886511972010493,240,360,0,0,1,1,0,0,0,6,BENIGN
12222.329309066105,377,1,27898,135,111,0,74.0,202,0,135.0,2293588.9952830905,30927.0017556811,7540,20,328,0,0,1,0,0,0,6,DDoS
19799.635924936425,204,0,13056,1379,96,60,64.0,0,0,0.0,729053.8096117214,10303.219754817539,4080,0,179,0,1,0,0,0,0,6,DoS
6353.316062586088,74,2,4736,1686,96,60,64.0,1264,64,843.0,1010810.7225797223,11962.257071949376,1480,40,68,0,1,0,0,0,0,6,DoS
22279.768772175732,177,1,11328,92,96,64,64.0,138,0,92.0,512572.6445716959,7989.31092239596,3540,20,160,0,0,0,0,0,0,6,DoS
1012629.2624197286,8,5,399,315,73,64,49.875,94,64,63.0,705.0951680912924,12.83786720614398,160,100,0,0,1,1,0,0,0,6,BENIGN
13028.039779760104,422,3,27008,251,96,60,64.0,124,60,83.66666666666667,2092333.1875566274,32621.94521851743,8440,60,414,0,0,0,0,0,0,6,DoS
29346.38777337225,437,0,27968,1506,96,0,64.0,0,0,0.0,1004348.4815784906,14891.100171330678,8740,0,386,0,1,0,0,0,0,6,DoS
3670665.8909649104,11,1,72,2513,9,0,6.545454545454546,3769,0,2513.0,704.2318960063345,3.2691616062189612,220,20,0,0,1,1,0,0,0,6,BENIGN
23.849748783762546,10,2,400,33,60,0,40.0,60,60,16.5,18155327.501596004,503149.9538548546,200,40,4,7,0,0,0,0,0,6,PortScan
1293615.1939257467,44,26,13156,8242,448,0,299.0,475,0,317.0,16541.240471258905,54.111918543234104,352,208,0,0,0,1,0,0,0,17,Botnet
1737804.767570544,18,17,117,1947,64,64,6.5,171,0,114.52941176470588,1187.7053386644104,20.140352157584477,360,340,0,0,0,1,0,0,0,6,BENIGN
712195.6831785976,13,19,141,1369,15,0,10.846153846153847,108,0,72.05263157894737,2120.203808678993,44.93147144220382,260,380,0,0,0,1,0,0,0,6,BENIGN
18094.261433302137,323,0,20672,362,96,64,64.0,0,0,0.0,1162468.0055350217,17850.963477598747,6460,0,263,0,0,0,0,0,0,6,DoS
631462.7313853321,14,2,315,15,33,0,22.5,10,0,7.5,522.5961622090203,25.33799574346765,280,40,0,0,0,1,0,0,0,6,BENIGN
36258.642034369936,147,1,9408,1310,96,60,64.0,1965,64,1310.0,295598.49455587164,4081.7855191518006,2940,20,135,0,0,0,0,0,0,6,DoS
438525.690707365,30,47,47970,46107,2398,0,1599.0,1471,64,981.0,214530.1905761755,175.58834438136327,600,940,0,0,5,1,0,0,0,6,Web Attack
24886.91842025391,285,0,18240,187,96,60,64.0,0,0,0.0,740429.1559457764,11451.799503150067,5700,0,244,0,1,0,0,0,0,6,DoS
11130.47042454541,536,0,39664,120,111,60,74.0,0,0,0.0,3574332.3042543237,48156.09579429714,10720,0,363,0,0,1,0,0,0,6,DDoS
8656.216803203519,2381,0,176194,11,111,60,74.0,0,0,0.0,20355890.339390475,275062.4267080317,47620,0,1718,0,1,1,0,0,0,6,DDoS
1724.150190756408,2,1,80,173,60,60,40.0,259,60,173.0,146738.95659229404,1739.987627576609,40,20,4,5,1,0,0,0,0,6,PortScan
873513.3750569498,11,1,51,554,64,64,4.636363636363637,831,0,554.0,692.6053078014476,13.737625939863422,220,20,0,0,0,1,0,0,0,6,BENIGN
8106.844828044737,2062,3,152588,87,111,60,74.0,64,64,29.0,18832850.910361286,254723.02033663698,41240,60,1269,0,0,1,0,0,0,6,DDoS
19623.747503308205,98,2,6272,781,96,0,64.0,585,64,390.5,359411.4732066846,5095.866627062024,1960,40,94,0,0,0,0,0,0,6,DoS
1784321.7594469285,19,5,57,1495,64,64,3.0,448,0,299.0,869.7982814943986,13.450488889088637,152,40,0,0,0,1,0,0,0,17,BENIGN
1561339.6923034731,19,8,611,853,48,0,32.1578947368421,159,60,106.625,937.6563006863254,17.292841611018297,380,160,0,0,1,1,0,0,0,6,BENIGN
25055.715506529366,145,1,9280,27,96,64,64.0,40,0,27.0,371452.17415861273,5827.013798985437,2900,20,125,0,0,0,0,0,0,6,DoS
6838.052401841618,1766,1,130684,951,111,60,74.0,1426,64,951.0,19250364.323699564,258406.9112316415,35320,20,1401,0,1,1,0,0,0,6,DDoS
1645041.6298932412,13,2,1297,453,148,64,99.76923076923077,339,64,226.5,1063.8028656536615,9.118310277031384,260,40,0,0,0,1,0,0,0,6,BENIGN
1391.2091232210068,3,1,120,333,60,0,40.0,499,0,333.0,325616.0360357532,2875.1967861876665,60,20,3,3,1,0,0,0,0,6,PortScan
5393921.120956135,7,14,259,874,55,0,37.0,93,64,62.42857142857143,210.05127338591163,3.8932716161554675,140,280,0,0,0,1,0,0,0,6,BENIGN
192359.65291991565,7,5,790,2,168,60,112.85714285714286,60,60,0.4,4117.287528740397,62.383144374854496,140,100,0,0,0,1,0,0,0,6,BENIGN
86009.56187469464,1,14,27,69,64,64,27.0,60,60,4.928571428571429,1116.154970535255,174.3992141461336,20,280,0,0,0,1,0,0,0,6,BENIGN
509.4314988153049,5,2,200,1737,64,64,40.0,1302,60,868.5,3802277.645776792,13740.807186596563,100,40,1,4,0,0,0,0,0,6,PortScan
15820.62413658618,113,2,7232,149,96,0,64.0,111,64,74.5,466542.9085652175,7268.992614144427,2260,40,95,0,0,0,0,0,0,6,DoS
10177.381675466064,179,0,11456,714,96,0,64.0,0,0,0.0,1195788.8962086788,17588.020741278022,3580,0,162,0,0,0,0,0,0,6,DoS
3467896.720049228,61,28,19886,4452,489,0,326.0,238,0,159.0,7018.086743844699,25.663970753643614,1220,560,0,0,0,1,0,0,0,6,Botnet
3318.3443652081737,1095,4,81030,771,111,60,74.0,288,0,192.75,24651148.584112752,331189.2555584885,21900,80,982,0,0,1,0,0,0,6,DDoS
35904.42837015107,227,3,14528,500,96,64,64.0,249,0,166.66666666666666,418555.6122791092,6405.895050851418,4540,60,220,0,0,0,0,0,0,6,DoS
545429.372889352,10,4,578,838,85,60,57.8,313,0,209.5,2596.119810157814,25.667851230373866,80,32,0,0,0,1,0,0,0,17,BENIGN
3495294.7525506276,10,11,155,1436,22,0,15.5,195,0,130.54545454545453,455.1833572373251,6.008076996847157,200,220,0,0,0,1,0,0,0,6,BENIGN
429192.52879963146,13,14,237,492,27,0,18.23076923076923,64,64,35.142857142857146,1698.538420598495,62.90883039253685,260,280,0,0,0,1,0,0,0,6,BENIGN
666315.7256061371,7,10,339,1100,72,0,48.42857142857143,165,0,110.0,2159.6368578738916,25.513430565570644,140,200,0,0,0,1,0,0,0,6,BENIGN
1425.9859264209147,7,1,280,109,60,60,40.0,163,60,109.0,272793.71611776843,5610.153544838425,140,20,2,3,1,0,0,0,0,6,PortScan
1023808.7937110028,43,22,63167,36014,2203,0,1469.0,2455,64,1637.0,96874.53419939708,63.48841736785079,860,440,0,0,16,1,0,0,0,6,Web Attack
43349.32573946192,499,3,31936,156,96,64,64.0,78,0,52.0,740311.3993716836,11580.341595556063,9980,60,472,0,0,0,0,0,0,6,DoS
3021.3799703597156,1092,7,80808,232,111,64,74.0,64,64,33.142857142857146,26822180.85610452,363741.0755288606,21840,140,775,0,1,1,0,0,0,6,DDoS
458425.4625536108,35,14,63525,19964,2722,60,1815.0,2139,60,1426.0,182121.21014162982,106.88760551617412,700,280,0,0,12,1,0,0,0,6,Web Attack
12177.803859135885,403,3,25792,405,96,0,64.0,202,0,135.0,2151208.8963681906,33339.34465494085,8060,60,347,0,0,0,0,0,0,6,DoS
150410.44461339572,18,14,2206,767,183,60,122.55555555555556,81,0,54.785714285714285,19765.91457888172,212.75118282011942,360,280,0,0,1,1,0,0,0,6,BENIGN
1309803.6830042165,9,17,65,507,10,0,7.222222222222222,60,60,29.823529411764707,436.7066663670075,19.850303016682158,180,340,0,0,0,1,0,0,0,6,BENIGN
1079.8260392755315,8,1,320,1284,60,60,40.0,1926,60,1284.0,1485424.4495494324,8334.675839117763,160,20,3,6,0,0,0,0,0,6,PortScan
14044.459448730473,1739,0,128686,607,111,60,74.0,0,0,0.0,9205979.088905927,123821.07024825325,34780,0,1413,0,1,1,0,0,0,6,DDoS
21692.58203205942,186,0,11904,483,96,60,64.0,0,0,0.0,571024.6932197043,8574.35964631186,3720,0,154,0,0,0,0,0,0,6,DoS
124500.06263803015,12,13,391,573,48,0,32.583333333333336,66,0,44.07692307692308,7742.967991933634,200.80311182400504,240,260,0,0,0,1,0,0,0,6,BENIGN
2924.6315548188813,4,1,160,762,60,0,40.0,1143,0,762.0,315253.385843024,1709.6170598862473,80,20,3,3,0,0,0,0,0,6,PortScan
455252.8697328852,7,12,114,1943,24,0,16.285714285714285,241,60,161.91666666666666,4518.368003274582,41.735047186299006,140,240,0,0,0,1,0,0,0,6,BENIGN
2202544.6094919024,45,47,53730,77738,1791,60,1194.0,2481,60,1654.0,59689.142927428795,41.76986908847361,900,940,0,0,6,1,0,0,0,6,Web Attack
968520.4322860981,18,8,1084,161,90,60,60.22222222222222,64,64,20.125,1285.4659111953877,26.845071237815326,360,160,0,0,1,1,0,0,0,6,BENIGN
6690.672719939929,803,6,59422,406,111,60,74.0,100,64,67.66666666666667,8942000.678302068,120914.59765906222,16060,120,568,0,0,1,0,0,0,6,DDoS
992141.8127269471,2,3,641,235,480,0,320.5,117,64,78.33333333333333,882.9382944684833,5.039602137377187,40,60,0,0,1,1,0,0,0,6,BENIGN
20279.57920109682,572,0,36608,357,96,0,64.0,0,0,0.0,1822769.5768953995,28205.713458248843,11440,0,476,0,1,0,0,0,0,6,DoS
25160.497206764445,310,0,19840,733,96,60,64.0,0,0,0.0,817670.6458117573,12320.9011909612,6200,0,250,0,0,0,0,0,0,6,DoS
1515028.0856678877,1,3,361,1629,541,60,361.0,814,60,543.0,1313.5070028241257,2.640215081053519,20,60,0,0,0,1,0,0,0,6,BENIGN
1307457.133950005,11,2,234,2169,64,64,21.272727272727273,1626,60,1084.5,1837.918764296472,9.942964600854822,220,40,0,0,0,1,0,0,0,6,BENIGN
1519621.201052529,13,16,1686,792,193,64,129.69230769230768,73,0,49.5,1630.6695367790821,19.083703214928725,260,320,0,0,0,1,0,0,0,6,BENIGN
4052063.244387033,15,2,650,2307,64,60,43.333333333333336,1729,0,1153.5,729.7516898572776,4.195393550075657,300,40,0,0,0,1,0,0,0,6,BENIGN
2823.217315450814,6,0,240,952,60,60,40.0,0,0,0.0,422213.335642446,2125.2349109519096,120,0,2,1,1,0,0,0,0,6,PortScan
4344.510221048959,1647,1,121878,3006,111,60,74.0,4509,60,3006.0,28745242.535037108,379329.295167845,32940,20,1187,0,1,1,0,0,0,6,DDoS
4632874.172571789,13,9,228,1219,64,64,17.53846153846154,202,0,135.44444444444446,312.33311031124884,4.748672029611247,260,180,0,0,0,1,0,0,0,6,BENIGN
1989633.2344585771,7,15,713,295,151,0,101.85714285714286,64,64,19.666666666666668,506.62603666966737,11.057314292393533,140,300,0,0,0,1,0,0,0,6,BENIGN
152026.17651077444,3,8,661,579,330,60,220.33333333333334,108,60,72.375,8156.490075984503,72.35596035147543,60,160,0,0,0,1,0,0,0,6,BENIGN
34443.25844324156,385,1,24640,520,96,64,64.0,780,64,520.0,730476.7648932148,11206.83749001514,7700,20,363,0,0,0,0,0,0,6,DoS
435759.8214250259,16,15,44,1856,3,0,2.75,184,0,123.73333333333333,4360.200061094669,71.14010625996565,320,300,0,0,1,1,0,0,0,6,BENIGN
213880.9227838737,4,16,444,665,166,60,111.0,61,60,41.5625,5185.128180509313,93.50997620395515,80,320,0,0,1,1,0,0,0,6,BENIGN
4443.268772520245,744,1,55056,1177,111,60,74.0,1765,64,1177.0,12655772.783266574,167669.35293392846,14880,20,651,0,1,1,0,0,0,6,DDoS
1784.68032167821,11,0,440,1,60,60,40.0,0,0,0.0,247103.0775894414,6163.568828761578,220,0,2,7,1,0,0,0,0,6,PortScan
4726605.415008241,16,17,162,909,64,64,10.125,79,60,53.470588235294116,226.58967820738482,6.981754790703734,320,340,0,0,0,1,0,0,0,6,BENIGN
1423.9469772432146,6,0,240,99,60,0,40.0,0,0,0.0,238070.66233344565,4213.640041299924,120,0,4,6,0,0,0,0,0,6,PortScan
4132.613004921878,562,4,41588,599,111,60,74.0,223,60,149.75,10208311.291126445,136959.35218853125,11240,80,451,0,0,1,0,0,0,6,DDoS
2578457.637722151,11,7,250,1024,64,64,22.727272727272727,219,0,146.28571428571428,494.09382623228635,6.9809174820888185,220,140,0,0,1,1,0,0,0,6,BENIGN
179101.74212781587,1,4,127,234,190,0,127.0,87,0,58.5,2015.6141180490165,27.91709304777031,20,80,0,0,0,1,0,0,0,6,BENIGN
1005.6757200440118,7,1,280,631,60,60,40.0,946,60,631.0,905858.6001858845,7954.850495595035,140,20,4,7,0,0,0,0,0,6,PortScan
7754.459424008897,505,1,32320,1956,96,0,64.0,2934,64,1956.0,4420166.27153618,65252.77551048276,10100,20,449,0,1,0,0,0,0,6,DoS
2817610.397006934,39,25,10491,8225,403,64,269.0,493,0,329.0,6642.508140898921,22.714283020812722,780,500,0,0,1,1,0,0,0,6,Botnet
15649.84740964626,508,2,32512,154,96,60,64.0,115,64,77.0,2087304.6966493307,32588.17716558987,10160,40,490,0,0,0,0,0,0,6,DoS
2204150.797055235,68,61,19380,12261,427,0,285.0,301,64,201.0,14355.188420988554,58.52594122523066,1360,1220,0,0,0,1,0,0,0,6,Botnet
362.9494981422813,429,2,31746,142,111,60,74.0,106,60,71.0,87857953.14007972,1187493.0319673344,8580,40,301,0,1,1,0,0,0,6,DDoS
959.4190291514437,4,0,160,89,60,0,40.0,0,0,0.0,259532.06308637382,4169.189768455804,80,0,1,6,1,0,0,0,0,6,PortScan
141214.7254082204,2,4,87,1979,64,0,43.5,741,64,494.75,14630.202296733947,42.48848682497758,16,32,0,0,0,1,0,0,0,17,BENIGN
35156.19521447295,404,1,25856,630,96,60,64.0,945,0,630.0,753380.7295818051,11520.017952149477,8080,20,362,0,0,0,0,0,0,6,DoS
31178.044242066524,319,3,20416,77,96,0,64.0,37,0,25.666666666666668,657289.4643708959,10327.780584952348,6380,60,318,0,0,0,0,0,0,6,DoS
8838.550780752352,578,2,36992,84,96,60,64.0,64,64,42.0,4194805.338533567,65621.61765965771,11560,40,510,0,1,0,0,0,0,6,DoS
3243.7240428182176,2309,1,170866,856,111,0,74.0,1284,60,856.0,52939768.52938581,712144.4270558299,46180,20,1821,0,0,1,0,0,0,6,DDoS
87137.3791529728,17,3,185,623,15,0,10.882352941176471,310,60,207.66666666666666,9272.71405055145,229.5226250136498,340,60,0,0,0,1,0,0,0,6,BENIGN
3999936.091257634,16,18,387,282,36,0,24.1875,60,60,15.666666666666666,167.25267222698483,8.50013580824736,320,360,0,0,0,1,0,0,0,6,BENIGN
3749147.985416165,79,59,11060,8673,210,64,140.0,220,64,147.0,5263.329182192734,36.808363003222894,1580,1180,0,0,0,1,0,0,0,6,Botnet
11066.757855447853,2434,4,180116,41,111,0,74.0,64,64,10.25,16279112.848874142,220299.38956329846,48680,80,1495,0,0,1,0,0,0,6,DDoS
5258.554381592827,698,2,51652,802,111,64,74.0,601,64,401.0,9974984.794986863,133116.43261697495,13960,40,557,0,0,1,0,0,0,6,DDoS
1595309.6476733407,8,10,12,51,1,0,1.5,7,0,5.1,39.490766003879905,11.283076001108546,160,200,0,0,1,1,0,0,0,6,BENIGN
460556.03791180707,17,4,572,894,60,60,33.64705882352941,334,64,223.5,3183.1088495700665,45.597057190294265,340,80,0,0,1,1,0,0,0,6,BENIGN
1598774.3582034463,45,22,63945,37004,2131,60,1421.0,2523,64,1682.0,63141.493033098865,41.90710193481485,900,440,0,0,4,1,0,0,0,6,Web Attack
943187.0327056056,14,18,1719,165,183,60,122.78571428571429,13,0,9.166666666666666,1997.4829325161509,33.927523269913394,280,360,0,0,0,1,0,0,0,6,BENIGN
14676.391236432926,601,7,44474,471,111,64,74.0,100,64,67.28571428571429,3062401.3271346814,41427.07769268854,12020,140,461,0,1,1,0,0,0,6,DDoS
2798251.3502252186,13,18,68,693,64,64,5.230769230769231,64,64,38.5,271.9555553645138,11.07834719618913,104,144,0,0,0,1,0,0,0,17,BENIGN
838267.1023451352,11,5,535,426,72,0,48.63636363636363,127,60,85.2,1146.4126378233232,19.086995010586026,220,100,0,0,0,1,0,0,0,6,BENIGN
2645.5378312283137,5,2,200,489,64,64,40.0,366,0,244.5,260438.5361142614,2645.964808127474,100,40,2,2,1,0,0,0,0,6,PortScan
34268.48512526142,71,0,4544,918,96,0,64.0,0,0,0.0,159388.42875705712,2071.874485857022,1420,0,56,0,0,0,0,0,0,6,DoS
1015527.3966910936,15,31,21525,59303,2152,60,1435.0,2869,0,1913.0,79592.14124932812,45.29666077929794,300,620,0,0,6,1,0,0,0,6,Web Attack
